Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices
Ta Vie,"2F, The Pottinger Hotel, 21 Stanley Street, Hong Kong",Hong Kong,$$$$,Innovative,114.15529,22.282766,+85226686488,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/ta-vie,https://www.tavie.com.hk,3 MICHELIN Stars,"Air conditioning,American Express credit card,China UnionPay,Credit card / Debit card accepted,JCB,Maestro,Mastercard credit card,Visa credit card,Wheelchair access"
Caprice,"6F, Four Seasons Hotel, 8 Finance Street, Hong Kong",Hong Kong,$$$$,French Contemporary,114.1590497,22.2857149,+85231968860,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/caprice,https://www.fourseasons.com/hongkong,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Great view,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Sushi Shikon,"7F, The Landmark Mandarin Oriental Hotel, 15 Queen's Road Central, Hong Kong",Hong Kong,$$$$,Sushi,114.1574159,22.2808567,+85226436800,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/sushi-shikon,https://sushi-shikon.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,China UnionPay,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Valet parking,Visa credit card,Wheelchair access"
T'ang Court,"1-2F, The Langham Hotel, 8 Peking Road, Hong Kong",Hong Kong,$$$,Cantonese,114.1698,22.296572,+85221327898,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/t-ang-court,https://www.langhamhotels.com/en/the-langham/hong-kong/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
Robuchon au Dôme,"43F, Grand Lisboa Hotel, Avenida de Lisboa, Macau",Macau,$$$$,French Contemporary,113.54395,22.189949,+85388037878,https://guide.michelin.com/en/macau-region/macau/restaurant/robuchon-au-dome,https://www.grandlisboahotels.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Great view,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
8 1/2 Otto e Mezzo - Bombana,"Shop 202, 2F, Alexandra House, 18 Chater Road, Hong Kong",Hong Kong,$$$$,Italian,114.15867,22.2814635,+85225378859,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana,https://www.laisundining.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
The Eight,"2F, Grand Lisboa Hotel, Avenida de Lisboa, Macau",Macau,$$$$,Cantonese,113.54341,22.190475,+85388037788,https://guide.michelin.com/en/macau-region/macau/restaurant/the-eight,https://www.grandlisboahotels.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card"
L'Atelier de Joël Robuchon,"Shop 401, 4F, Landmark Atrium, 15 Queen's Road Central, Hong Kong",Hong Kong,$$$$,French Contemporary,114.15816,22.281199,+85221669000,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/l-atelier-de-joel-robuchon,https://www.robuchon.hk,3 MICHELIN Stars,"Air conditioning,American Express credit card,China UnionPay,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card,Wheelchair access"
Jade Dragon,"2F, The Shops at the Boulevard, City of Dreams, Estrada do Istmo, Macau",Macau,$$$,Cantonese,113.56715,22.149137,+85388682822,https://guide.michelin.com/en/macau-region/macau/restaurant/jade-dragon,https://www.cityofdreamsmacau.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Forum,"1F, Sino Plaza, 255-257 Gloucester Road, Hong Kong",Hong Kong,$$$$,Cantonese,114.1821991,22.2814401,+85228698282,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/forum,http://www.forumrestaurant1977.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
De Librije,"Spinhuisplein 1, Zwolle, 8011 ZZ, Netherlands","Zwolle, Netherlands",€€€€,Modern Cuisine,6.0980183,52.5153644,+31388530000,https://guide.michelin.com/en/overijssel/zwolle/restaurant/de-librije,https://www.librije.com/,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card"
Inter Scaldes,"Zandweg 2, Kruiningen, 4416 NA, Netherlands","Kruiningen, Netherlands",€€€€,Modern Cuisine,4.0241076,51.4571608,+31113381753,https://guide.michelin.com/en/zeeland/kruiningen/restaurant/inter-scaldes,https://www.interscaldes.nl,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
JAN,"Luisenstraße 27, Munich, 80333, Germany","Munich, Germany",€€€€,"Creative, Modern Cuisine",11.5629878,48.1447975,+498923708658,https://guide.michelin.com/en/bayern/mnchen/restaurant/jan-1204321,https://jan-hartwig.com/,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Schwarzwaldstube,"Tonbachstraße 237, Baiersbronn, 72270, Germany","Baiersbronn, Germany",€€€€,"Classic French, Creative",8.3582803,48.5369113,+497442492665,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/schwarzwaldstube,https://www.traube-tonbach.de/restaurants-bar/schwarzwaldstube/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Restaurant Bareiss,"Hermine-Bareiss-Weg 1, Baiersbronn, 72270, Germany","Baiersbronn, Germany",€€€€,Classic French,8.3269876,48.5205845,+497442470,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/restaurant-bareiss,https://www.bareiss.com/,3 MICHELIN Stars,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Rutz,"Chausseestraße 8, Berlin, 10115, Germany","Berlin, Germany",€€€€,"Modern Cuisine, Creative",13.3860867,52.5283507,+493024628760,https://guide.michelin.com/en/berlin-region/berlin/restaurant/rutz,https://rutz-restaurant.de/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Aqua,"Parkstraße 1, Wolfsburg, 38440, Germany","Wolfsburg, Germany",€€€€,"Creative, Modern Cuisine",10.789999,52.4331722,+495361606056,https://guide.michelin.com/en/niedersachsen/wolfsburg/restaurant/aqua79029,http://www.restaurant-aqua.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Waldhotel Sonnora,"Auf'm Eichelfeld 1, Dreis, 54518, Germany","Dreis, Germany",€€€€,Classic French,6.8109342,49.9377323,+49657898220,https://guide.michelin.com/en/rheinland-pfalz/dreis/restaurant/waldhotel-sonnora,https://www.hotel-sonnora.de/,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card"
schanz. restaurant.,"Bahnhofstraße 8a, Piesport, 54498, Germany","Piesport, Germany",€€€€,"Modern French, Creative",6.9266002,49.8776003,+49650792520,https://guide.michelin.com/en/rheinland-pfalz/piesport/restaurant/schanz-restaurant,https://www.schanz-restaurant.de/de/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Restaurant Überfahrt Christian Jürgens,"Überfahrtstraße 10, Rottach-Egern, 83700, Germany","Rottach-Egern, Germany",€€€€,"Creative, Market Cuisine",11.7582292,47.6966846,+4980226690,https://guide.michelin.com/en/bayern/rottach-egern/restaurant/restaurant-uberfahrt-christian-jurgens,https://www.althoffcollection.com/de,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Victor's Fine Dining by christian bau,"Schlossstraße 27, Perl, 66706, Germany","Perl, Germany",€€€€,Creative,6.3872109,49.5351732,+49686679118,https://guide.michelin.com/en/saarland/perl/restaurant/victor-s-fine-dining-by-christian-bau,https://www.victors-fine-dining.de/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Particularly interesting wine list,Visa credit card"
The Table Kevin Fehling,"Shanghaiallee 15, Hamburg, 20457, Germany","Hamburg, Germany",€€€€,"Creative, International",10.0029635,53.5426688,+494022867422,https://guide.michelin.com/en/hamburg-region/hamburg/restaurant/the-table-kevin-fehling,https://thetable-hamburg.de/,3 MICHELIN Stars,"American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Sketch (The Lecture Room & Library),"9 Conduit Street, London, W1S 2XG, United Kingdom","London, United Kingdom",££££,Modern French,-0.1415369,51.5126775,+442076594500,https://guide.michelin.com/en/greater-london/london/restaurant/sketch-the-lecture-room-library,https://sketch.london/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
L'Enclume,"Cavendish Street, Cartmel, LA11 6PZ, United Kingdom","Cartmel, United Kingdom",££££,Creative,-2.9538566,54.2017254,+441539536362,https://guide.michelin.com/en/cumbria/cartmel/restaurant/l-enclume,https://www.lenclume.co.uk/,3 MICHELIN Stars,"Air conditioning,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Alain Ducasse at The Dorchester,"Park Lane, London, W1K 1QA, United Kingdom","London, United Kingdom",££££,French,-0.152575,51.5073381,+442076298866,https://guide.michelin.com/en/greater-london/london/restaurant/alain-ducasse-at-the-dorchester,https://www.alainducasse-dorchester.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Hélène Darroze at The Connaught,"Carlos Place, London, W1K 2AL, United Kingdom","London, United Kingdom",££££,Modern Cuisine,-0.1492905,51.510188,+442031477200,https://guide.michelin.com/en/greater-london/london/restaurant/helene-darroze-at-the-connaught,https://www.the-connaught.co.uk/restaurants-bars/helene-darroze-at-the-connaught/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Fat Duck,"High Street, Bray, SL6 2AQ, United Kingdom","Bray, United Kingdom",££££,Creative,-0.7017529,51.5078582,+441628580333,https://guide.michelin.com/en/windsor-and-maidenhead/bray/restaurant/fat-duck,https://thefatduck.co.uk/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card"
CORE by Clare Smyth,"92 Kensington Park Road, London, W11 2PN, United Kingdom","London, United Kingdom",££££,Modern British,-0.2030649,51.5126689,+442039375086,https://guide.michelin.com/en/greater-london/london/restaurant/core-by-clare-smyth,https://www.corebyclaresmyth.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Restaurant Gordon Ramsay,"68-69 Royal Hospital Road, London, SW3 4HP, United Kingdom","London, United Kingdom",££££,French,-0.1621766,51.4854381,+442073524441,https://guide.michelin.com/en/greater-london/london/restaurant/restaurant-gordon-ramsay,https://www.gordonramsayrestaurants.com/restaurant-gordon-ramsay/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Waterside Inn,"Ferry Road, Bray, SL6 2AT, United Kingdom","Bray, United Kingdom",££££,Classic French,-0.6994376,51.5091092,+441628620691,https://guide.michelin.com/en/windsor-and-maidenhead/bray/restaurant/waterside-inn,https://www.waterside-inn.co.uk/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Boury,"Rumbeeksesteenweg 300, Roeselare, 8800, Belgium","Roeselare, Belgium",€€€€,Creative French,3.1403981,50.9374466,+3251626462,https://guide.michelin.com/en/west-vlaanderen/roeselare/restaurant/boury,https://www.restaurantboury.be/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Zilte,"Hanzestedenplaats 5, Antwerpen, 2000, Belgium","Antwerpen, Belgium",€€€€,Creative,4.4047543,51.228828,+3232834040,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/t-zilte,https://www.zilte.be/,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Hof van Cleve,"Riemegemstraat 1, Kruishoutem, 9770, Belgium","Kruishoutem, Belgium",€€€€,Creative,3.5098648,50.9039501,+3293835848,https://guide.michelin.com/en/oost-vlaanderen/kruishoutem/restaurant/hof-van-cleve,https://www.hofvancleve.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card"
La Vague d'Or - Cheval Blanc St-Tropez,"Plage de la Bouillabaisse, Saint-Tropez, 83990, France","Saint-Tropez, France",€€€€,"Creative, Modern Cuisine",6.6261535,43.2665849,+33494559100,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/la-vague-d-or-cheval-blanc-st-tropez,https://www.chevalblanc.com/fr/maison/st-tropez/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
René et Maxime Meilleur,"Hameau de  Saint-Marcel, Saint-Martin-de-Belleville, 73440, France","Saint-Martin-de-Belleville, France",€€€€,"Creative, Regional Cuisine",6.5133065,45.3690463,+33479089677,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-martin-de-belleville/restaurant/rene-et-maxime-meilleur,https://www.la-bouitte.com/fr/,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Kei,"5 rue du Coq-Héron, Paris, 75001, France","Paris, France",€€€€,"Modern Cuisine, Creative",2.3422847,48.8643947,+33142331474,https://guide.michelin.com/en/ile-de-france/paris/restaurant/kei,https://www.restaurant-kei.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Auberge du Vieux Puits,"5 avenue Saint-Victor, Fontjoncouse, 11360, France","Fontjoncouse, France",€€€€,Creative,2.7893292,43.0481728,+33468440737,https://guide.michelin.com/en/occitanie/fontjoncouse/restaurant/auberge-du-vieux-puits,https://www.aubergeduvieuxpuits.fr/fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Régis et Jacques Marcon,"Larsiallas, Saint-Bonnet-le-Froid, 43290, France","Saint-Bonnet-le-Froid, France",€€€€,Creative,4.4342679,45.1386734,+33471599372,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-bonnet-le-froid/restaurant/regis-et-jacques-marcon,https://www.lesmaisonsmarcon.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Assiette Champenoise,"40 avenue Paul-Vaillant-Couturier, à Tinqueux, Reims, 51430, France","Reims, France",€€€€,Creative,4.0040608,49.2476571,+33326846464,https://guide.michelin.com/en/grand-est/reims/restaurant/assiette-champenoise,https://www.assiettechampenoise.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
Troisgros - Le Bois sans Feuilles,"728 route de Villerest, Ouches, 42155, France","Ouches, France",€€€€,Creative,3.99236,46.01033,+33477716697,https://guide.michelin.com/en/auvergne-rhone-alpes/ouches/restaurant/troisgros-le-bois-sans-feuilles,https://www.troisgros.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Le Clos des Sens,"13 rue Jean-Mermoz - à Annecy-le-Vieux, Annecy, 74940, France","Annecy, France",€€€€,Creative,6.1442973,45.9180547,+33450230790,https://guide.michelin.com/en/auvergne-rhone-alpes/annecy/restaurant/le-clos-des-sens,https://www.closdessens.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
La Marine,"3 rue Marie-Lemonnier, L'Herbaudière, 85330, France","L'Herbaudière, France",€€€€,"Creative, Seafood",-2.2999341,47.0237104,+33251392309,https://guide.michelin.com/en/pays-de-la-loire/l-herbaudire/restaurant/la-marine3780,https://www.alexandrecouillon.com/fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
La Villa Madie,"Avenue de Revestel, Cassis, 13260, France","Cassis, France",€€€€,"Creative, Mediterranean Cuisine",5.544944,43.2110889,+33496180000,https://guide.michelin.com/en/provence-alpes-cote-dazur/cassis/restaurant/la-villa-madie,https://lavillamadie.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
Les Prés d'Eugénie - Michel Guérard,"Place de l'Impératrice, Eugénie-les-Bains, 40320, France","Eugénie-les-Bains, France",€€€€,Classic Cuisine,-0.3797229,43.696604,+33558050607,https://guide.michelin.com/en/nouvelle-aquitaine/eugnie-les-bains/restaurant/les-pres-d-eugenie-michel-guerard,https://lespresdeugenie.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Le Pré Catelan,"Route de Suresnes - bois de Boulogne, Paris, 75016, France","Paris, France",€€€€,"Modern Cuisine, Classic Cuisine",2.2507182,48.8639374,+33144144114,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-pre-catelan,https://www.leprecatelan.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Le 1947 à Cheval Blanc,"Le Jardin Alpin, Courchevel 1850, Courchevel, 73120, France","Courchevel, France",€€€€,Creative,6.6338696,45.4094877,+33479005050,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-1947,https://www.chevalblanc.com/fr/maison/courchevel/,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Épicure,"Le Bristol, 112 rue du Faubourg-Saint-Honoré, Paris, 75008, France","Paris, France",€€€€,Modern Cuisine,2.314625,48.871762,+33153434340,https://guide.michelin.com/en/ile-de-france/paris/restaurant/epicure,https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/epicure/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
Arpège,"84 rue de Varenne, Paris, 75007, France","Paris, France",€€€€,Creative,2.3169648,48.855731,+33147050906,https://guide.michelin.com/en/ile-de-france/paris/restaurant/arpege,https://www.alain-passard.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
L'Ambroisie,"9 place des Vosges, Paris, 75004, France","Paris, France",€€€€,Classic Cuisine,2.3645215,48.855494,+33142785145,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-ambroisie,https://www.ambroisie-paris.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Le Louis XV - Alain Ducasse à l'Hôtel de Paris,"Place du Casino, Monaco, 98000, France","Monaco, France",€€€€,"Mediterranean Cuisine, Modern Cuisine",7.4271047,43.7391839,+37798068864,https://guide.michelin.com/en/monaco-region/monaco/restaurant/le-louis-xv-alain-ducasse-a-l-hotel-de-paris,https://www.ducasse-paris.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card,Wheelchair access"
Maison Lameloise,"36 place d'Armes, Chagny, 71150, France","Chagny, France",€€€€,Modern Cuisine,4.7529917,46.9078385,+33385876565,https://guide.michelin.com/en/bourgogne-franche-comte/chagny/restaurant/maison-lameloise,https://www.lameloise.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Le Cinq,"Four Seasons George V, 31 avenue George-V, Paris, 75008, France","Paris, France",€€€€,Modern Cuisine,2.3008612,48.8687604,+33149527154,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-cinq6102,https://www.fourseasons.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
L'Oustau de Baumanière,"Mas de Baumanière, Les Baux-de-Provence, 13520, France","Les Baux-de-Provence, France",€€€€,Creative,4.7873628,43.7402659,+33490543307,https://guide.michelin.com/en/provence-alpes-cote-dazur/les-baux-de-provence/restaurant/l-oustau-de-baumaniere,https://www.baumaniere.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
Pic,"285 avenue Victor-Hugo, Valence, 26000, France","Valence, France",€€€€,Creative,4.8854965,44.9177848,+33475441532,https://guide.michelin.com/en/auvergne-rhone-alpes/valence/restaurant/pic,http://www.anne-sophie-pic.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Plénitude - Cheval Blanc Paris,"8 quai du Louvre, Paris, 75001, France","Paris, France",€€€€,Creative,2.3421588,48.8588148,+33179355011,https://guide.michelin.com/en/ile-de-france/paris/restaurant/plenitude-cheval-blanc-paris,https://www.chevalblanc.com/fr/maison/paris/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Pierre Gagnaire,"6 rue Balzac, Paris, 75008, France","Paris, France",€€€€,Creative,2.3003862,48.8732506,+33158361250,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pierre-gagnaire6112,http://www.pierregagnaire.com/restaurants/pierre_gagnaire,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Flocons de Sel,"1775 route du Leutaz, Le Leutaz, Megève, 74120, France","Megève, France",€€€€,Modern Cuisine,6.60007,45.82354,+33450214999,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/flocons-de-sel,https://www.floconsdesel.com/fr/,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
Alléno Paris au Pavillon Ledoyen,"8 avenue Dutuit, Paris, 75008, France","Paris, France",€€€€,Creative,2.3164993,48.8660932,+33153051000,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alleno-paris-au-pavillon-ledoyen,https://www.yannick-alleno.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card"
Le Petit Nice,"Anse de Maldormé, Marseille, 13007, France","Marseille, France",€€€€,Seafood,5.3521929,43.2803346,+33491592592,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/le-petit-nice,https://www.passedat.fr,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
AM par Alexandre Mazzia,"9 rue François-Rocca, Marseille, 13008, France","Marseille, France",€€€€,Creative,5.3862325,43.2701104,+33491248363,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/am-par-alexandre-mazzia,https://www.alexandre-mazzia.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
Mirazur,"30 avenue Aristide-Briand, Menton, 06500, France","Menton, France",€€€€,Creative,7.5280514,43.7859304,+33492418686,https://guide.michelin.com/en/provence-alpes-cote-dazur/menton/restaurant/mirazur,https://www.mirazur.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
